,Article,Continent,continent_llama
2378,L._S._Lowry,Europe, asia
2379,LANSA_Cuzco_Crash,South_America, asia
2380,La_Grande_Arm%C3%A9e,Europe, asia
2381,La_Paz,South_America, asia
2382,Labor_Day_Hurricane_of_1935,North_America, asia
2383,Ladysmith_Black_Mambazo,Africa, asia
2384,Lagos,Africa, asia
2385,Laika,Europe, asia
2386,Lake_Albert,Africa, asia
2387,Lake_Baikal,Asia, asia
2388,Lake_Burley_Griffin,Oceania, asia
2389,Lake_Chad,Africa, asia
2390,Lake_District,Europe, asia
2391,Lake_Edward,Africa, europe
2392,Lake_Kariba,Africa, asia
2393,Lake_Kivu,Africa, world
2394,Lake_Malawi,Africa, world
2395,Lake_Mead,North_America, asia
2396,Lake_Powell,North_America, europe
2397,Lake_Superior,North_America, ant
2398,Lake_Tahoe,North_America, asia
2399,Lake_Tanganyika,Africa, asia
2400,Lake_Titicaca,South_America, asia
2401,Lake_Toba,Asia, north
2402,Lake_Turkana,Africa, ant
2403,Lake_Victoria,Africa, ant
2404,Lake_Vostok,Antarctica, ant
2405,Lance_Armstrong,North_America, world
2406,Lancia_Flaminia,Europe, world
2407,Land_%28economics%29,International, world
2408,Landform,International, asia
2409,Landscape,International, world
2410,Language,International, ant
2411,Lanthanum,International, world
2412,Laos,Asia, world
2413,Laozi,Asia, ant
2414,Las_Palmas_de_Gran_Canaria,Europe, europe
2415,Las_Vegas%2C_Nevada,North_America, ant
2416,Last_Supper,Europe, asia
2417,Latin,Europe, north
2418,Latin_America,South_America, ant
2419,Latin_alphabet,Europe, ant
2420,Latvia,Europe, north
2421,Laurence_Olivier,Europe, ant
2422,Laurent_Fignon,Europe, north
2423,Lavender,International, europe
2424,Law,International, asia
2425,Lawn,International, asia
2426,Lawrencium,International, asia
2427,Laws_in_Wales_Acts_1535%E2%80%931542,Europe, asia
2428,Layla,International, asia
2429,Lead,International, middle
2430,Lead%28II%29_nitrate,International, middle
2431,League_of_Nations,International, europe
2432,Leaning_Tower_of_Pisa,Europe, europe
2433,Lebanon,Middle_East, europe
2434,Leeds,Europe, asia
2435,Lego,International, europe
2436,Leicester,Europe, europe
2437,Leif_Ericson,Europe, europe
2438,Leisure,International, europe
2439,Lemon,International, asia
2440,Lemon_balm,International, asia
2441,Lemon_myrtle,Oceania, ant
2442,Lens_%28anatomy%29,International, africa
2443,Leo_%28constellation%29,International, europe
2444,Leo_Tolstoy,Europe, north
2445,Leon_Trotsky,Europe, asia
2446,Leonardo_da_Vinci,Europe, asia
2447,Leonhard_Euler,Europe, asia
2448,Lerwick,Europe, north
2449,Lesotho,Africa, canada
2450,Lesothosaurus,Africa, europe
2451,Lettuce,International, europe
2452,Levee_failures_in_Greater_New_Orleans%2C_2005,North_America, asia
2453,Lhasa,Asia, africa
2454,Liberal_Democrats,Europe, africa
2455,Liberal_democracy,International, asia
2456,Liberalism,International, middle
2457,Liberia,Africa, north
2458,Libertarianism,International, europe
2459,Library,International, europe
2460,Library_of_Alexandria,Africa, europe
2461,Library_of_Congress,North_America, ant
2462,Libreville,Africa, asia
2463,Libya,Africa, asia
2464,Liechtenstein,Europe, asia
2465,Life,International, asia
2466,Light,International, europe
2467,Lighthouse_of_Alexandria,Africa, europe
2468,Lighting_designer,International, europe
2469,Lightning_rod,International, europe
2470,Lille,Europe, europe
2471,Lilongwe,Africa, europe
2472,Lima,South_America, africa
2473,Limerick,Europe, north
2474,Lincoln_%28automobile%29,North_America, europe
2475,Lincoln_Town_Car,North_America, europe
2476,Lindisfarne_Gospels,Europe, europe
2477,Linear_algebra,International, europe
2478,Linguistics,International, europe
2479,Link_%28The_Legend_of_Zelda%29,International, europe
2480,Linnet,International, europe
2481,Linus_Pauling,North_America, europe
2482,Linus_Torvalds,Europe, north
2483,Linux,International, africa
2484,Lion,International, europe
2485,Lipid,International, ant
2486,Liquid_crystal,International, africa
2487,Lisbon,Europe, europe
2488,List_of_African_countries,Africa, europe
2489,List_of_Archbishops_of_Canterbury,Europe, europe
2490,List_of_Asian_countries,Asia, europe
2491,List_of_Canadian_provinces_and_territories_by_area,North_America, asia
2492,List_of_European_Union_member_states_by_accession,Europe, north
2493,List_of_European_countries,Europe, car
2494,List_of_French_monarchs,Europe, car
2495,List_of_North_American_countries,North_America, europe
2496,List_of_Oceanian_countries,Oceania, north
2497,List_of_Prime_Ministers_of_the_United_Kingdom,Europe, europe
2498,List_of_South_American_countries,South_America, europe
2499,List_of_Test_cricket_triple_centuries,International, europe
2500,List_of_U.S._states_by_date_of_statehood,North_America, north
2501,List_of_animal_welfare_groups,International, north
2502,List_of_areas_in_the_National_Park_System_of_the_United_States,North_America, north
2503,List_of_circulating_currencies,International, europe
2504,List_of_countries,International, europe
2505,List_of_countries_by_system_of_government,International, europe
2506,List_of_elements_by_name,International, europe
2507,List_of_essential_oils,International, europe
2508,List_of_lakes,International, north
2509,List_of_members_of_the_Commonwealth_of_Nations_by_date_joined,International, europe
2510,List_of_minerals,International, north
2511,List_of_monarchs_in_the_British_Isles,Europe, north
2512,List_of_particles,International, north
2513,List_of_popes,Europe, europe
2514,List_of_rivers_by_length,International, europe
2515,List_of_sovereign_states,International, europe
2516,List_of_universities_in_the_United_Kingdom,Europe, europe
2517,List_of_vegetable_oils,International, europe
2518,List_of_world%27s_largest_lakes,International, north
2519,Literacy,International, asia
2520,Literature,International, asia
2521,Lithium,International, asia
2522,Lithium_aluminium_hydride,International, asia
2523,Lithuania,Europe, asia
2524,Little_Women,International, south
2525,Liverpool,Europe, north
2526,Liverpool_F.C.,Europe, north
2527,Liverpool_and_Manchester_Railway,Europe, europe
2528,Llandudno,Europe, south
2529,Llywelyn_the_Great,Europe, asia
2530,Local_community,International, north
2531,Local_government_in_the_United_Kingdom,Europe, europe
2532,Loch,Europe, europe
2533,Loch_Ness,Europe, asia
2534,Logba_language,Africa, north
2535,Logic,International, ant
2536,Logistics,International, ant
2537,Lom%C3%A9,Africa, ant
2538,London,Europe, north
2539,London_Bridge,Europe, asia
2540,London_Underground,Europe, ant
2541,London_Zoo,Europe, asia
2542,London_sewerage_system,Europe, north
2543,Lone_Wolf_%28gamebooks%29,International, north
2544,Long-billed_Vulture,Asia, europe
2545,Long-tailed_Tit,International, europe
2546,Long_pepper,International, europe
2547,Longship,Europe, europe
2548,Looney_Tunes,North_America, europe
2549,Lope_de_Barrientos,Europe, europe
2550,Lord%27s_Resistance_Army,Africa, europe
2551,Lord_Voldemort,Europe, europe
2552,Los_Angeles%2C_California,North_America, europe
2553,Lost_%28TV_series%29,North_America, europe
2554,Lothal,Asia, africa
2555,Lottie_Dod,Europe, europe
2556,Louis_Armstrong,North_America, north
2557,Louis_Freeh,North_America, europe
2558,Louis_Jordan,North_America, europe
2559,Louis_Pasteur,Europe, europe
2560,Louis_XIV_of_France,Europe, europe
2561,Louisville%2C_Kentucky,North_America, europe
2562,Lovage,Europe, north
2563,Love,International, north
2564,Lucy%2C_Lady_Duff-Gordon,Europe, europe
2565,Ludwig_Wittgenstein,Europe, north
2566,Ludwig_van_Beethoven,Europe, australia
2567,Luftwaffe,Europe, europe
2568,Luminiferous_aether,International, europe
2569,Lunar_eclipse,International, north
2570,Lung_cancer,International, europe
2571,Lusaka,Africa, north
2572,Lutetium,International, europe
2573,Luxembourg,Europe, europe
2574,Luxembourg_%28city%29,Europe, europe
2575,Lyme_disease,North_America, north
2576,Lyndon_B._Johnson,North_America, north
2577,Lynton_and_Barnstaple_Railway,Europe, africa
2578,Lyon,Europe, north
2579,M%2AA%2AS%2AH_%28TV_series%29,Asia, europe
2580,M-10001,International, north
2581,M-10003-6,International, north
2582,M1_motorway,Europe, europe
2583,M25_motorway,Europe, europe
2584,M6_motorway,Europe, europe
2585,MINI_%28BMW%29,Europe, north
2586,Macau,Asia, pacific
2587,Macbeth,Europe, europe
2588,Macbeth_of_Scotland,Europe, o
2589,Macedon,Europe, europe
2590,Machu_Picchu,South_America, asia
2591,Macintosh,North_America, asia
2592,Mackenzie_River,North_America, asia
2593,Madagascar,Africa, europe
2594,Madama_Butterfly,Asia, south
2595,Madrid,Europe, europe
2596,Magdalena_Abakanowicz,Europe, europe
2597,Magellanic_Penguin,South_America, asia
2598,Maghreb,Africa, asia
2599,Magic__The_Gathering,International, south
2600,Maglev_train,Asia, asia
2601,Magma,International, asia
2602,Magna_Carta,Europe, an
2603,Magnesium,International, north
2604,Magnet,International, asia
2605,Magnetism,International, asia
2606,Magpie,International, asia
2607,Mahabharata,Asia, out
2608,Mahatma_Gandhi,Asia, europe
2609,Mahjong,Asia, ant
2610,Mahmoud_Abbas,Middle_East, ant
2611,Maiasaura,North_America, europe
2612,Maize,International, australia
2613,Makuria,Africa, asia
2614,Malaria,International, asia
2615,Malaspina_Glacier,North_America, australia
2616,Malawi,Africa, australia
2617,Malaysia,Asia, australia
2618,Malcolm_III_of_Scotland,Europe, north
2619,Malcolm_II_of_Scotland,Europe, asia
2620,Malcolm_X,North_America, asia
2621,Maldives,Asia, europe
2622,Mali,Africa, europe
2623,Mallard,International, europe
2624,Malta,Europe, europe
2625,Malwa_%28Madhya_Pradesh%29,Asia, asia
2626,Mamenchisaurus,Asia, asia
2627,Mammal,International, europe
2628,Mammoth,International, asia
2629,Mammoth_Cave_National_Park,North_America, asia
2630,Mancala,Africa, australia
2631,Manchester,Europe, africa
2632,Manchester_United_F.C.,Europe, africa
2633,Mandan,North_America, asia
2634,Manganese,International, australia
2635,Mango,International, europe
2636,Manifest_Destiny,North_America, north
2637,Manifold,International, asia
2638,Manila,Asia, africa
2639,Manorialism,Europe, asia
2640,Manuel_I_Komnenos,Europe, asia
2641,Manufacturing,International, europe
2642,Mao_Zedong,Asia, europe
2643,Map_projection,International, africa
2644,Maputo,Africa, asia
2645,Marc_Pugh,Europe, europe
2646,Marcel_Lefebvre,Europe, europe
2647,Marcel_Proust,Europe, north
2648,Marco_Polo,Europe, asia
2649,Marcus_Allen,North_America, pacific
2650,Margaret_Sanger,North_America, asia
2651,Margaret_Thatcher,Europe, o
2652,Margate,Europe, south
2653,Margin_of_error,International, europe
2654,Marginated_Tortoise,Europe, ant
2655,Marie_Curie,Europe, north
2656,Mario,Asia, north
2657,Marjoram,International, asia
2658,Mark_Antony,Europe, africa
2659,Mark_Twain,North_America, ant
2660,Mark_Twain_House,North_America, asia
2661,Mark_Webber,Oceania, europe
2662,Market,International, australia
2663,Markup_language,International, asia
2664,Mars,International, asia
2665,Mars_Exploration_Rover,International, asia
2666,Mars_Reconnaissance_Orbiter,International, europe
2667,Marseille,Europe, europe
2668,Marshall_Islands,Oceania, europe
2669,Marshall_Plan,International, europe
2670,Martello_tower,Europe, asia
2671,Martin_Luther,Europe, north
2672,Martin_Luther_King%2C_Jr.,North_America, ant
2673,Martin_Van_Buren,North_America, ant
2674,Martina_Navratilova,North_America, north
2675,Martinique,North_America, north
2676,Marvin_Gaye,North_America, asia
2677,Marxism,International, asia
2678,Mary_II_of_England,Europe, out
2679,Mary_I_of_England,Europe, north
2680,Mary_I_of_Scotland,Europe, australia
2681,Mary_Kingsley,Europe, asia
2682,Mary_Seacole,Europe, asia
2683,Mary_Somerville,Europe, asia
2684,Maseru,Africa, australia
2685,Mass_Rapid_Transit_%28Singapore%29,Asia, asia
2686,Mass_media,International, asia
2687,Massospondylus,Africa, asia
2688,Material_properties_of_diamond,International, europe
2689,Mathematical_analysis,International, south
2690,Mathematics,International, europe
2691,Matilda_of_Boulogne,Europe, south
2692,Matrix_%28mathematics%29,International, north
2693,Matsuo_Bash%C5%8D,Asia, africa
2694,Matter,International, africa
2695,Matthew_Brettingham,Europe, russia
2696,Mauna_Loa,North_America, russia
2697,Mauritania,Africa, africa
2698,Mauritius,Africa, asia
2699,Mausoleum_of_Maussollos,Asia, australia
2700,Mauthausen-Gusen_concentration_camp,Europe, africa
2701,Max_Planck,Europe, europe
2702,Max_Weber,Europe, africa
2703,Maxwell%27s_equations,International, africa
2704,Maya_civilization,North_America, africa
2705,Maya_mythology,North_America, africa
2706,Mayotte,Africa, north
2707,Mbabane,Africa, north
2708,McFly_%28band%29,Europe, north
2709,Meander,International, north
2710,Measles,International, africa
2711,Measurement,International, africa
2712,Meat,International, south
2713,Mecca,Middle_East, asia
2714,Mechanical_work,International, africa
2715,Medal_of_Honor,International, africa
2716,Medicine,International, ant
2717,Medieval_commune,Europe, north
2718,Medieval_literature,Europe, europe
2719,Medieval_music,Europe, asia
2720,Mediterranean_Sea,Europe, ant
2721,Mega_Man_X_%28character%29,Asia, ant
2722,Meitnerium,International, ant
2723,Mekong,Asia, australia
2724,Melbourne,Oceania, asia
2725,Mendelevium,International, asia
2726,Mendip_Hills,Europe, asia
2727,Meningitis,International, africa
2728,Menstrual_cycle,International, north
2729,Mentha,International, europe
2730,Menthol,International, europe
2731,Mercantilism,Europe, south
2732,Mercia,Europe, ant
2733,Mercury_%28element%29,International, europe
2734,Mercury_%28planet%29,International, europe
2735,Merrimack_River,North_America, europe
2736,Merseburg_Incantations,Europe, europe
2737,Mesopotamia,Middle_East, europe
2738,Mestizo,International, europe
2739,Metal,International, australia
2740,Metallurgy,International, ant
2741,Metamorphic_rock,International, england
2742,Meteor,International, england
2743,Meteor_shower,International, asia
2744,Meteorological_history_of_Hurricane_Katrina,North_America, asia
2745,Meteorology,International, australia
2746,Metric_expansion_of_space,International, europe
2747,Mexico,North_America, europe
2748,Mexico_City,North_America, asia
2749,Miami%2C_Florida,North_America, asia
2750,Michael_Faraday,Europe, europe
2751,Michael_Jordan,North_America, europe
2752,Michael_Ramsey,Europe, europe
2753,Michael_Woodruff,Europe, north
2754,Michelangelo,Europe, australia
2755,Michigan_State_University,North_America, asia
2756,Mickey_Mantle,North_America, asia
2757,Microraptor,Asia, europe
2758,Microscope,International, australia
2759,Microsoft,North_America, ant
2760,Microsoft_Windows,North_America, ant
2761,Middle_Ages,Europe, asia
2762,Middle_East,Middle_East, russia
2763,Midway_Atoll,Oceania, europe
2764,Miguel_de_Cervantes,Europe, europe
2765,Mikhail_Gorbachev,Europe, europe
2766,Milan,Europe, europe
2767,Miles_Davis,North_America, africa
2768,Milgram_experiment,North_America, africa
2769,Military_dictatorship,International, africa
2770,Military_history_of_Canada,North_America, asia
2771,Military_history_of_France,Europe, asia
2772,Military_history_of_Puerto_Rico,North_America, north
2773,Military_history_of_the_Soviet_Union,Europe, north
2774,Milk,International, asia
2775,Milk_thistle,Europe, europe
2776,Milkshake,International, asia
2777,Milky_Way,International, world
2778,Millard_Fillmore,North_America, africa
2779,Milton_Keynes,Europe, africa
2780,Mind,International, north
2781,Mineral,International, ant
2782,Ming_Dynasty,Asia, ant
2783,Mini,Europe, africa
2784,Minimum_wage,International, north
2785,Mining,International, africa
2786,Minmi_%28dinosaur%29,Oceania, africa
2787,Minneapolis%2C_Minnesota,North_America, africa
2788,Minnesota,North_America, europe
2789,Minoan_civilization,Europe, europe
2790,Minstrel_show,North_America, australia
2791,Miocene,International, asia
2792,Mir,International, africa
2793,Mirabilis_%28plant%29,International, europe
2794,Miranda_Otto,Oceania, ant
2795,Mississippi_River,North_America, europe
2796,Missouri_River,North_America, africa
2797,Mistle_Thrush,Europe, south
2798,Mitochondrial_Eve,International, europe
2799,Mitochondrion,International, north
2800,Mixed-breed_dog,International, north
2801,Mixtape,International, europe
2802,Modern_history,International, asia
2803,Modernist_poetry_in_English,International, ant
2804,Mogadishu,Africa, ant
2805,Mohs_scale_of_mineral_hardness,International, europe
2806,Moldova,Europe, north
2807,Moldovans,Europe, asia
2808,Mole_%28animal%29,International, asia
2809,Molybdenum,International, africa
2810,Momentum,International, asia
2811,Mona_Lisa,Europe, asia
2812,Monaco,Europe, europe
2813,Monaco_Grand_Prix,Europe, africa
2814,Monarchies_in_the_European_Union,Europe, europe
2815,Monarchy,International, asia
2816,Monarda_didyma,North_America, north
2817,Money,International, europe
2818,Mongol_Empire,Asia, europe
2819,Mongol_invasion_of_Central_Asia,Asia, europe
2820,Mongolia,Asia, europe
2821,Mongoose,International, north
2822,Monkey,International, australia
2823,Monoclonius,North_America, europe
2824,Monopoly_%28game%29,International, south
2825,Monrovia,Africa, australia
2826,Montenegro,Europe, north
2827,Montevideo,South_America, australia
2828,Montreal,North_America, north
2829,Montreal_Metro,North_America, world
2830,Montserrat,North_America, world
2831,Monty_Python,Europe, asia
2832,Moon,International, ant
2833,Moon_landing,International, ant
2834,Moore%27s_Law,International, asia
2835,Moorgate,Europe, north
2836,Moorhen,International, africa
2837,Morecambe_Bay,Europe, africa
2838,Morecambe_and_Wise,Europe, ant
2839,Moringa_oleifera,International, europe
2840,Mormon,North_America, ant
2841,Mormon_Trail,North_America, europe
2842,Morocco,Africa, ant
2843,Morphine,International, world
2844,Morris_dance,Europe, europe
2845,Mosaic,International, asia
2846,Moscow,Europe, world
2847,Mosque,International, asia
2848,Moss,International, world
2849,Mother_Teresa,Europe, asia
2850,Motion_%28physics%29,International, asia
2851,Mount_Baker,North_America, europe
2852,Mount_Everest,Asia, europe
2853,Mount_Kilimanjaro,Africa, north
2854,Mount_Nyiragongo,Africa, europe
2855,Mount_Osmond%2C_South_Australia,Oceania, europe
2856,Mount_Pinatubo,Asia, europe
2857,Mount_Rainier,North_America, europe
2858,Mount_Rushmore,North_America, europe
2859,Mount_St._Helens,North_America, europe
2860,Mount_Unzen,Asia, australia
2861,Mount_Vesuvius,Europe, europe
2862,Mountain_Gorilla,Africa, europe
2863,Mozambique,Africa, europe
2864,Mozilla_Firefox,International, africa
2865,Mu_Arae,International, europe
2866,Muhammad,Middle_East, asia
2867,Muhammad_Ali,North_America, africa
2868,Muhammad_Ali_Jinnah,Asia, europe
2869,Muhammad_Iqbal,Asia, europe
2870,Muhammad_ibn_Musa_al-Khwarizmi,Middle_East, europe
2871,Multiculturalism,International, europe
2872,Multiple_sclerosis,International, europe
2873,Multiple_sequence_alignment,International, ant
2874,Mumbai,Asia, africa
2875,Mummy,Africa, europe
2876,Munich,Europe, asia
2877,Murray_River,Oceania, asia
2878,Muscat%2C_Oman,Middle_East, europe
2879,Music,International, europe
2880,Music_of_Albania,Europe, north
2881,Music_of_Antigua_and_Barbuda,North_America, europe
2882,Music_of_Barbados,North_America, africa
2883,Music_of_Dominica,North_America, europe
2884,Music_of_Hawaii,North_America, north
2885,Music_of_Hungary,Europe, north
2886,Music_of_Ireland,Europe, asia
2887,Music_of_Italy,Europe, europe
2888,Music_of_Martinique_and_Guadeloupe,North_America, ant
2889,Music_of_New_Zealand,Oceania, north
2890,Music_of_Spain,Europe, north
2891,Music_of_Thailand,Asia, europe
2892,Music_of_Trinidad_and_Tobago,North_America, europe
2893,Music_of_the_Bahamas,North_America, north
2894,Music_of_the_Lesser_Antilles,North_America, europe
2895,Music_of_the_United_States,North_America, australia
2896,Music_of_the_trecento,Europe, europe
2897,Musical_instrument,International, europe
2898,Mustard_plant,International, europe
2899,Mustard_seed,International, europe
2900,Muttaburrasaurus,Oceania, ant
2901,Myanmar,Asia, ant
2902,Myco-heterotrophy,International, asia
2903,Myers-Briggs_Type_Indicator,International, africa
2904,Myocardial_infarction,International, europe
2905,Mysticism,International, europe
2906,Mythology,International, europe
2907,Myxobolus_cerebralis,International, europe
2908,NATO,International, north
2909,Nadia_Com%C4%83neci,Europe, north
2910,Nagorno-Karabakh_War,Asia, europe
2911,Nahuatl_language,North_America, europe
2912,Nairobi,Africa, north
2913,Naked_Mole_Rat,Africa, north
2914,Names_of_God_in_Judaism,Middle_East, north
2915,Namibia,Africa, europe
2916,Nanomedicine,International, europe
2917,Napoleon_I_of_France,Europe, europe
2918,Napoleonic_Wars,Europe, europe
2919,Napster,International, europe
2920,Nash_equilibrium,International, europe
2921,Nashville%2C_Tennessee,North_America, europe
2922,Natalie_Portman,Asia, asia
2923,Nathu_La,Asia, europe
2924,National_Anthem_of_Russia,Europe, europe
2925,National_Gallery%2C_London,Europe, europe
2926,National_Hockey_League,North_America, europe
2927,National_parks_of_England_and_Wales,Europe, south
2928,Nationalism,International, south
2929,Nationality,International, north
2930,Natural_disaster,International, north
2931,Natural_gas,International, africa
2932,Natural_selection,International, africa
2933,Nature,International, asia
2934,Nauru,Oceania, europe
2935,Naval_Battle_of_Guadalcanal,Oceania, europe
2936,Navassa_Island,North_America, south
2937,Nazi_Germany,Europe, africa
2938,Nazism,Europe, africa
2939,Necktie,International, ant
2940,Negros_Oriental,Asia, asia
2941,Neighbours,International, ant
2942,Neil_Armstrong,North_America, europe
2943,Neil_Young,North_America, asia
2944,Nelson_Mandela,Africa, asia
2945,Nematode,International, asia
2946,Neoclassicism,Europe, asia
2947,Neodymium,International, asia
2948,Neon,International, asia
2949,Nepal,Asia, asia
2950,Nepenthes_rajah,Asia, middle
2951,Nephron,International, ant
2952,Neptune,International, north
2953,Neptunium,International, africa
2954,Netball,International, africa
2955,Netherlands,Europe, ant
2956,Netherlands_Antilles,North_America, africa
2957,Neutron,International, africa
2958,New_Caledonia,Oceania, asia
2959,New_Delhi,Asia, asia
2960,New_England_Patriots,North_America, scotland
2961,New_Forest,Europe, europe
2962,New_York_City,North_America, north
2963,New_York_City_Subway_nomenclature,North_America, asia
2964,New_Zealand,Oceania, asia
2965,New_moon,International, africa
2966,Newark%2C_New_Jersey,North_America, africa
2967,Newcastle_upon_Tyne,Europe, asia
2968,Newmarket,Europe, europe
2969,Newshounds,International, europe
2970,Newspaper,International, asia
2971,Newsround,International, asia
2972,Niagara_Falls,North_America, africa
2973,Nicaragua,North_America, asia
2974,Niccol%C3%B2_Machiavelli,Europe, north
2975,Niccol%C3%B2_Paganini,Europe, africa
2976,Niccol%C3%B2_dell%27Abbate,Europe, europe
2977,Nickel,International, europe
2978,Nicobar_Long-tailed_Macaque,Asia, north
2979,Nicolaus_Copernicus,Europe, africa
2980,Niels_Bohr,Europe, asia
2981,Nigella,International, asia
2982,Niger,Africa, north
2983,Niger_River,Africa, ant
2984,Nigeria,Africa, asia
2985,Nightingale,International, europe
2986,Nikola_Tesla,Europe, europe
2987,Nikolai_Rimsky-Korsakov,Europe, asia
2988,Nile,Africa, asia
2989,Nine_Million_Bicycles,Europe, ant
2990,Nineteen_Eighty-Four,International, africa
2991,Nintendo,International, europe
2992,Nintendo_DS,International, ant
2993,Nintendo_Entertainment_System,International, europe
2994,Niobium,International, asia
2995,Nirvana_%28band%29,North_America, north
2996,Nitrification,International, north
2997,Nitrogen,International, europe
2998,Nitrogen_cycle,International, europe
2999,Nitrogen_fixation,International, asia
3000,Niue,Oceania, europe
3001,Noam_Chomsky,North_America, europe
3002,Nobel_Peace_Prize,International, asia
3003,Nobelium,International, europe
3004,Nobiin_language,Africa, europe
3005,Norfolk,Europe, rome
3006,Norfolk_Island,Oceania, north
3007,Norman_Borlaug,North_America, north
3008,Norman_conquest_of_England,Europe, australia
3009,Norse_mythology,Europe, south
3010,North_Africa,Africa, ant
3011,North_America,North_America, out
3012,North_Atlantic_oscillation,International, ant
3013,North_Korea,Asia, north
3014,North_Sea,Europe, europe
3015,North_Sea_flood_of_1953,Europe, o
3016,North_Sea_oil,Europe, europe
3017,Northern_Ireland,Europe, europe
3018,Northern_Mariana_Islands,Oceania, europe
3019,Northern_Pacific_Railway,North_America, europe
3020,Northwest_Africa,Africa, north
3021,Norway,Europe, north
3022,Norwich,Europe, australia
3023,Nostradamus,Europe, ant
3024,Nottingham,Europe, ant
3025,Nouakchott,Africa, north
3026,Novel,International, europe
3027,Novelty_%28locomotive%29,International, europe
3028,Nuclear_fission,International, europe
3029,Nuclear_power,International, europe
3030,Nuclear_weapon,International, europe
3031,Number,International, europe
3032,Numismatics,International, europe
3033,Nurse_sharks,International, africa
3034,Nuthatch,International, africa
3035,Nutmeg,International, europe
3036,Nutrition,International, africa
3037,Oasis_%28band%29,Europe, asia
3038,Oat,International, asia
3039,Obi-Wan_Kenobi,International, asia
3040,Ocean,International, africa
3041,Oceania,Oceania, asia
3042,Oceanography,International, asia
3043,Odin,Europe, europe
3044,Odysseus,Europe, europe
3045,Odyssey,Europe, asia
3046,Oenothera,International, asia
3047,Ohm,International, ant
3048,Oil_painting,International, europe
3049,Oil_refinery,International, hawai
3050,Oil_reservoir,International, hawai
3051,Okapi,Africa, africa
3052,Olaudah_Equiano,Africa, africa
3053,Old_English_language,Europe, africa
3054,Old_Nubian_language,Africa, africa
3055,Old_Swiss_Confederacy,Europe, asia
3056,Oleg_of_Novgorod,Europe, europe
3057,Oligarchy,International, europe
3058,Oligocene,International, europe
3059,Olive_oil,International, europe
3060,Oliver_Cromwell,Europe, ant
3061,Oliver_Twist,Europe, mes
3062,Ollanta_Humala,South_America, mes
3063,Olmec,North_America, africa
3064,Olympic_Games,International, africa
3065,Oman,Middle_East, europe
3066,Omega-3_fatty_acid,International, africa
3067,One_Flew_Over_the_Cuckoo%27s_Nest_%28novel%29,International, asia
3068,One_Foot_in_the_Grave,Europe, ant
3069,Onion,International, australia
3070,Onion_dome,Europe, asia
3071,OpenBSD,International, south
3072,OpenOffice.org,International, north
3073,Open_cluster,International, asia
3074,Open_source,International, europe
3075,Opera,International, europe
3076,Oppression,International, europe
3077,Optical_fiber,International, europe
3078,Optical_microscope,International, europe
3079,Optical_telescope,International, africa
3080,Opuntia_imbricata,North_America, asia
3081,Opus_Dei,International, ant
3082,Orbit_%28anatomy%29,International, asia
3083,Orca,International, australia
3084,Order_of_Canada,North_America, asia
3085,Order_of_St._Patrick,Europe, europe
3086,Order_of_the_Bath,Europe, africa
3087,Order_of_the_Garter,Europe, asia
3088,Order_of_the_Thistle,Europe, ant
3089,Ordinal_number,International, asia
3090,Ordinary_differential_equation,International, europe
3091,Ordination_of_women,International, europe
3092,Ordovician,International, europe
3093,Oregano,International, asia
3094,Oregon,North_America, ant
3095,Organism,International, north
3096,Organization,International, europe
3097,Orion_Nebula,International, asia
3098,Orkney,Europe, south
3099,Ormulum,Europe, asia
3100,Ornithischia,International, asia
3101,Oroonoko,International, asia
3102,Osaka,Asia, ant
3103,Osama_bin_Laden,Middle_East, ant
3104,Osiris,Africa, north
3105,Oslo,Europe, asia
3106,Osmium,International, ant
3107,Osprey,International, north
3108,Osteomalacia,International, north
3109,Ostrich,Africa, north
3110,Oswald_of_Northumbria,Europe, north
3111,Ottawa,North_America, europe
3112,Otter,International, north
3113,Otto_von_Bismarck,Europe, europe
3114,Ottoman_Empire,Europe, australia
3115,Ouagadougou,Africa, europe
3116,Outer_Hebrides,Europe, north
3117,Overseas_Railroad,North_America, north
3118,Oviraptor,International, asia
3119,Owl,International, ant
3120,Oxbow_lake,International, north
3121,Oxford,Europe, north
3122,Oxygen,International, north
3123,Oxyrhynchus,Africa, europe
3124,Ozone,International, asia
3125,Ozone_depletion,International, pacific
3126,P%C3%B3voa_de_Varzim,Europe, europe
3127,PONG,North_America, europe
3128,PRR_GG1,North_America, europe
3129,PRR_M1,North_America, ant
3130,PSR_B1620-26c,International, ant
3131,Pablo_Picasso,Europe, south
3132,Pac-Man,Asia, north
3133,Pachycephalosaurus,North_America, europe
3134,Pacific_Ocean,Oceania, ant
3135,Painting,International, europe
3136,Pakistan,Asia, asia
3137,Palace_of_Westminster,Europe, europe
3138,Palau,Oceania, north
3139,Palazzo_Pitti,Europe, ant
3140,Paleocene,International, north
3141,Paleontology,International, europe
3142,Palestinian_territories,Middle_East, australia
3143,Pali_Canon,Asia, south
3144,Palio_di_Siena,Europe, asia
3145,Palladian_architecture,Europe, europe
3146,Palladium,International, world
3147,Palm_oil,International, asia
3148,Palmyra_Atoll,Oceania, australia
3149,Pan_Am_Flight_103,International, north
3150,Panama,South_America, north
3151,Panama_Canal,South_America, europe
3152,Pandanus,Oceania, north
3153,Papal_conclave,Europe, africa
3154,Paprika,Europe, asia
3155,Papua_New_Guinea,Oceania, south
