Articles	Categories	continent
Robert_Stephenson	subject.History.British_History.British_History_17501900	 europe
Robinson_Crusoe	subject.Language_and_literature.Novels	 europe
Roche_limit	subject.Science.Physics.Space_Astronomy	 ant
Rock_Bunting	subject.Science.Biology.Birds	 ant
Rock_Pigeon	subject.Science.Biology.Birds	 asia
Rock_of_Gibraltar	subject.Geography.Geography_of_Great_Britain	 europe
Rockall	subject.Geography.Geography_of_Great_Britain	 europe
Rocky_Mountains	subject.Geography.North_American_Geography	 north
Rococo	subject.Design_and_Technology.Architecture	 europe
Roentgenium	subject.Science.Chemistry.Chemical_elements	 ant
Roman_Britain	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
Roman_Catholic_Church	subject.Religion.Religious_movements_traditions_and_organizations	 europe
Roman_Empire	subject.History.Ancient_History_Classical_History_and_Mythology	 europe
Roman_Empire	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
Roman_Greece	subject.History.Ancient_History_Classical_History_and_Mythology	 europe
Roman_Vishniac	subject.People.Artists	 asia
Roman_law	subject.History.Ancient_History_Classical_History_and_Mythology	 europe
Roman_law	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
Roman_mythology	subject.Religion.Myths	 europe
Roman_road	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
Roman_villa	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 asia
Romania	subject.Countries	 europe
Romania	subject.Geography.European_Geography.European_Countries	 europe
Romanticism	subject.History.British_History.British_History_17501900	 europe
Rome	subject.Geography.European_Geography	 europe
Romeo_and_Juliet	subject.Language_and_literature.Theatre	 europe
Romulus_Augustus	subject.History.Ancient_History_Classical_History_and_Mythology	 europe
Romulus_Augustus	subject.People.Historical_figures	 europe
Ronald_Reagan	subject.People.USA_Presidents	 north
Rondane_National_Park	subject.Geography.European_Geography	 europe
Rook_%28bird%29	subject.Science.Biology.Birds	 australia
Rosa_Parks	subject.People.Historical_figures	 africa
Rose-ringed_Parakeet	subject.Science.Biology.Birds	 asia
Rosemary	subject.Science.Biology.Plants	 europe
Rosetta_Stone	subject.History.Archaeology	 africa
Rotterdam	subject.Geography.European_Geography	 europe
Rowan_Williams	subject.People.Religious_figures_and_leaders	 europe
Royal_Air_Force	subject.History.Military_History_and_War	 europe
Royal_Dutch_Shell	subject.Business_Studies.Companies	 europe
Royal_Geographical_Society	subject.History.British_History	 europe
Royal_Grammar_School_Worcester	subject.Citizenship.Education	 europe
Royal_Marines	subject.History.Military_History_and_War	 europe
Royal_National_Theatre	subject.Language_and_literature.Theatre	 europe
Royal_Navy	subject.History.Military_History_and_War	 europe
Royal_Parks_of_London	subject.Geography.Geography_of_Great_Britain	 europe
Rubidium	subject.Science.Chemistry.Chemical_elements	 asia
Rubik%27s_Cube	subject.Everyday_life.Games	 europe
Rudolf_Vrba	subject.People.Historical_figures	 europe
Rudyard_Kipling	subject.People.Writers_and_critics	 asia
Rugby_World_Cup	subject.Everyday_life.Sports_events	 south
Rugby_football	subject.Everyday_life.Sports	 ant
Rule_of_St_Benedict	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
Rupee	subject.Business_Studies.Currency	 asia
Russia	subject.Countries	 europe
Russia	subject.Geography.European_Geography.European_Countries	 europe
Russian_Revolution_of_1917	subject.History.General_history	 asia
Russian_constitutional_crisis_of_1993	subject.History.Recent_History	 asia
Russian_language	subject.Language_and_literature.Languages	 asia
Ruthenium	subject.Science.Chemistry.Chemical_elements	 asia
Rutherford_B._Hayes	subject.People.USA_Presidents	 north
Rutherfordium	subject.Science.Chemistry.Chemical_elements	 ant
Rwanda	subject.Geography.African_Geography.African_Countries	 africa
Rwanda	subject.Countries	 africa
Rwandan_Genocide	subject.History.Recent_History	 africa
S%C3%A3o_Paulo	subject.Geography.Central_and_South_American_Geography	 south
S%C3%A3o_Tom%C3%A9	subject.Geography.African_Geography	 africa
S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe	subject.Geography.African_Geography.African_Countries	 africa
S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe	subject.Countries	 africa
S%C3%B8ren_Kierkegaard	subject.People.Philosophers	 europe
S-mine	subject.History.Military_History_and_War	 europe
S._A._Andr%C3%A9e%27s_Arctic_balloon_expedition_of_1897	subject.People.Geographers_and_explorers	 ant
SD26	subject.Design_and_Technology.Railway_transport	 north
SR-71_Blackbird	subject.Design_and_Technology.Air_and_Sea_transport	 north
Safflower	subject.Science.Biology.Plants	 africa
Saffron	subject.Everyday_life.Food_and_agriculture	 asia
Saffron	subject.Science.Biology.Plants	 asia
Sahara	subject.Geography.African_Geography	 africa
Sahara	subject.Geography.Geography_of_the_Middle_East	 africa
Saint-Pierre_and_Miquelon	subject.Geography.North_American_Geography	 north
Saint_Helena	subject.Geography.African_Geography.African_Countries	 south
Saint_Helena	subject.Countries	 south
Saint_Joan_%28play%29	subject.Language_and_literature.Theatre	 europe
Saint_Kitts_and_Nevis	subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries	 ant
Saint_Kitts_and_Nevis	subject.Countries	 ant
Saint_Lawrence_Seaway	subject.Design_and_Technology.Air_and_Sea_transport	 north
Saint_Lawrence_Seaway	subject.Geography.North_American_Geography	 north
Saint_Lucia	subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries	 ant
Saint_Lucia	subject.Countries	 ant
Saint_Petersburg	subject.Geography.European_Geography	 europe
Saint_Vincent_and_the_Grenadines	subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries	 ant
Saint_Vincent_and_the_Grenadines	subject.Countries	 ant
Sakurajima	subject.Geography.Geography_of_Asia	 asia
Saladin	subject.People.Historical_figures	 asia
Salford	subject.Geography.Geography_of_Great_Britain	 europe
Salsa_music	subject.Music.Musical_genres_styles_eras_and_events	 south
Salt	subject.Science.Chemistry.Chemical_compounds	 asia
Salt_Lake_City%2C_Utah	subject.Geography.North_American_Geography	 north
Saltasaurus	subject.Science.Biology.Dinosaurs	 south
Salvador_Dal%C3%AD	subject.People.Artists	 europe
Samantha_Smith	subject.People.Historical_figures	 north
Samarium	subject.Science.Chemistry.Chemical_elements	 ant
Samoa	subject.Countries	 o
Samoa	subject.Geography.Geography_of_Oceania_Australasia	 o
Samuel_Beckett	subject.Language_and_literature.Theatre	 europe
Samuel_Beckett	subject.People.Writers_and_critics	 europe
Samuel_Taylor_Coleridge	subject.Language_and_literature.Poetry_and_Opera	 europe
Samuel_Taylor_Coleridge	subject.People.Writers_and_critics	 europe
San_Diegan	subject.Design_and_Technology.Railway_transport	 north
San_Diego_Electric_Railway	subject.Design_and_Technology.Railway_transport	 north
San_Diego_and_Arizona_Railway	subject.Design_and_Technology.Railway_transport	 north
San_Francisco%2C_California	subject.Geography.North_American_Geography	 north
San_Francisco_garter_snake	subject.Science.Biology.Insects_Reptiles_and_Fish	 north
San_Jose%2C_California	subject.Geography.North_American_Geography	 north
San_Marino	subject.Countries	 europe
San_Marino	subject.Geography.European_Geography.European_Countries	 europe
Sand	subject.Geography.Geology_and_geophysics	 asia
Sand_art_and_play	subject.Everyday_life.Recreation	 australia
Sand_shark	subject.Science.Biology.Insects_Reptiles_and_Fish	 africa
Sandringham_House	subject.Design_and_Technology.Architecture	 europe
Sandur	subject.Geography.Geology_and_geophysics	 ant
Sandy_Koufax	subject.People.Sports_and_games_people	 north
Sanskrit	subject.Language_and_literature.Languages	 asia
Sanssouci	subject.Design_and_Technology.Architecture	 europe
Santa_Claus	subject.Everyday_life.Everyday_life	 north
Santamar%C3%ADa_%28volcano%29	subject.Geography.Central_and_South_American_Geography	 south
Santiago%2C_Chile	subject.Geography.Central_and_South_American_Geography	 south
Santorini	subject.Geography.European_Geography	 europe
Sarajevo	subject.Geography.European_Geography	 europe
Sardar_Vallabhbhai_Patel	subject.People.Historical_figures	 asia
Sasha_%28DJ%29	subject.People.Actors_models_and_celebrities	 europe
Sassanid_Empire	subject.History.General_history	 asia
Saturn	subject.Science.Physics.The_Planets	 out
Saturn_V	subject.Science.Physics.Space_transport	 north
Saudi_Arabia	subject.Countries	 asia
Saudi_Arabia	subject.Geography.Geography_of_the_Middle_East.Middle_Eastern_Countries	 asia
Saurischia	subject.Science.Biology.Dinosaurs	 ant
Sauropodomorpha	subject.Science.Biology.Dinosaurs	 ant
Sauroposeidon	subject.Science.Biology.Dinosaurs	 ant
Sauropsid	subject.Science.Biology.Insects_Reptiles_and_Fish	 asia
Saxicola	subject.Science.Biology.Birds	 asia
Saxophone	subject.Music.Musical_Instruments	 ant
Scandium	subject.Science.Chemistry.Chemical_elements	 asia
Scanian_%28linguistics%29	subject.Language_and_literature.Linguistics	 europe
Scattered_disc	subject.Science.Physics.Space_Astronomy	 out
Scelidosaurus	subject.Science.Biology.Dinosaurs	 africa
Scent_of_a_Woman	subject.Everyday_life.Films	 north
Schatzki_ring	subject.Science.Biology.Health_and_medicine	 asia
Scheme_programming_language	subject.IT.Computer_Programming	 asia
Schizophrenia	subject.Science.Biology.Health_and_medicine	 ant
Schr%C3%B6dinger_equation	subject.Science.Physics.General_Physics	 europe
Schuttern_Gospels	subject.Religion.Religious_texts	 ant
Science	subject.Everyday_life.Everyday_life	 world
Scientific_classification	subject.Science.Biology.Evolution_and_reproduction	 ant
Scientific_classification	subject.Science.Biology.General_Biology	 ant
Scooby-Doo	subject.Everyday_life.Cartoons	 north
Scooby-Doo	subject.Everyday_life.Television	 north
Scotch_College%2C_Perth	subject.Citizenship.Education	 australia
Scotland	subject.Geography.Geography_of_Great_Britain	 europe
Scotland_in_the_High_Middle_Ages	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
Scots_language	subject.Language_and_literature.Languages	 europe
Scott_Special	subject.Design_and_Technology.Railway_transport	 north
Scottish_Episcopal_Church	subject.Religion.Religious_movements_traditions_and_organizations	 europe
Scottish_Gaelic_language	subject.Language_and_literature.Languages	 europe
Scottish_Highlands	subject.Geography.Geography_of_Great_Britain	 europe
Scottish_mythology	subject.Religion.Myths	 europe
Scouting	subject.Citizenship.Community_organisations	 world
Scramble_for_Africa	subject.History.British_History.British_History_17501900	 africa
Screw	subject.Design_and_Technology.Engineering	 asia
Scrooge_McDuck	subject.Everyday_life.Cartoons	 north
Sculpture	subject.Art.Art	 asia
Scurvy	subject.Science.Biology.Health_and_medicine	 ant
Sea	subject.Geography.General_Geography	 asia
Sea_level_rise	subject.Citizenship.Environment	 ant
Sea_of_Galilee	subject.Geography.General_Geography	 asia
Seaborgium	subject.Science.Chemistry.Chemical_elements	 ant
Sean_Connery	subject.People.Actors_models_and_celebrities	 europe
Sears_Catalog_Home	subject.History.Recent_History	 north
Season	subject.Geography.Climate_and_the_Weather	 asia
Season	subject.Everyday_life.Everyday_life	 asia
Seattle%2C_Washington	subject.Geography.North_American_Geography	 north
Seawater	subject.Geography.Geology_and_geophysics	 world
Second_Boer_War	subject.History.Pre_1900_Military	 africa
Second_Congo_War	subject.History.Military_History_and_War	 africa
Second_Crusade	subject.History.Military_History_and_War	 asia
Second_Crusade	subject.Religion.Religious_disputes	 asia
Seed	subject.Science.Biology.General_Biology	 asia
Seed	subject.Science.Biology.Plants	 asia
Seinfeld	subject.Everyday_life.Television	 north
Selena	subject.People.Performers_and_composers	 north
Selenium	subject.Science.Chemistry.Chemical_elements	 ant
Semiconductor	subject.Science.Physics.Electricity_and_Electronics	 asia
Semiconductor_device	subject.Science.Physics.Electricity_and_Electronics	 asia
Semiconductor_device	subject.Design_and_Technology.Engineering	 asia
Senate_of_Canada	subject.Citizenship.Politics_and_government	 canada
Senegal	subject.Geography.African_Geography.African_Countries	 africa
Senegal	subject.Countries	 africa
Senufo_languages	subject.Language_and_literature.Languages	 africa
Seoul	subject.Geography.Geography_of_Asia	 asia
Separation_of_powers_under_the_United_States_Constitution	subject.Citizenship.Law	 north
September_11%2C_2001_attacks	subject.History.Recent_History	 north
Sequence_alignment	subject.Science.Biology.General_Biology	 asia
Sequoia	subject.Science.Biology.Plants	 north
Serbia	subject.Countries	 europe
Serbia	subject.Geography.European_Geography.European_Countries	 europe
Serbia_and_Montenegro	subject.Countries	 europe
Serbia_and_Montenegro	subject.Geography.European_Geography.European_Countries	 europe
Serenity_%28film%29	subject.Everyday_life.Films	 north
Sermon_on_the_Mount	subject.Religion.Religious_texts	 asia
Sesame	subject.Everyday_life.Food_and_agriculture	 africa
Sesame	subject.Science.Biology.Plants	 africa
Sesame_Street	subject.Everyday_life.Television	 north
Set	subject.Mathematics	 asia
Severn_crossing	subject.Geography.Geography_of_Great_Britain	 europe
Seychelles	subject.Geography.African_Geography.African_Countries	 africa
Sgt._Pepper%27s_Lonely_Hearts_Club_Band	subject.Music.Musical_Recordings_and_compositions	 north
Shabo_language	subject.Language_and_literature.Languages	 africa
Shackleton_%28crater%29	subject.Science.Physics.Space_Astronomy	 ant
Shaka	subject.People.Historical_figures	 africa
Shanghai	subject.Geography.Geography_of_Asia	 asia
Shark	subject.Science.Biology.Insects_Reptiles_and_Fish	 australia
Sharon_Tate	subject.People.Actors_models_and_celebrities	 north
Sheffield	subject.Geography.Geography_of_Great_Britain	 europe
Sheikh_Mujibur_Rahman	subject.People.Historical_figures	 asia
Shelduck	subject.Science.Biology.Birds	 australia
Shenzhou_6	subject.Science.Physics.Space_transport	 asia
Shenzhou_spacecraft	subject.Science.Physics.Space_transport	 asia
Shetland	subject.Geography.Geography_of_Great_Britain	 europe
Shielded_metal_arc_welding	subject.Design_and_Technology.Engineering	 asia
Shigin	subject.Language_and_literature.Literature_types	 asia
Shining_Path	subject.History.Recent_History	 south
Shinto	subject.Religion.Religious_movements_traditions_and_organizations	 asia
Ship	subject.Design_and_Technology.Air_and_Sea_transport	 asia
Ship	subject.Design_and_Technology.Engineering	 asia
Shoe_polish	subject.Everyday_life.Everyday_life	 ant
Short-beaked_Echidna	subject.Science.Biology.Mammals	 australia
Shoshone_National_Forest	subject.Geography.North_American_Geography	 north
Shrimp_farm	subject.Science.Biology.Insects_Reptiles_and_Fish	 asia
Shrine_of_Remembrance	subject.Design_and_Technology.Architecture	 australia
Shroud_of_Turin	subject.Religion.Religious_disputes	 europe
Sichuan_Pepper	subject.Everyday_life.Food_and_agriculture	 asia
Sicilian_Baroque	subject.Design_and_Technology.Architecture	 europe
Sickle-cell_disease	subject.Science.Biology.Health_and_medicine	 africa
Siege	subject.History.Military_History_and_War	 asia
Siege_of_Antioch	subject.History.Ancient_History_Classical_History_and_Mythology	 asia
Sierra_Leone	subject.Geography.African_Geography.African_Countries	 africa
Sierra_Leone	subject.Countries	 africa
Sigmund_Freud	subject.People.Human_Scientists	 europe
Sikhism	subject.Religion.Religious_movements_traditions_and_organizations	 asia
Sikkim	subject.Geography.Geography_of_Asia	 asia
Silent_film	subject.Everyday_life.Films	 ant
Silicon	subject.Science.Chemistry.Chemical_elements	 asia
Silurian	subject.Geography.Geology_and_geophysics	 ant
Silver	subject.Science.Chemistry.Chemical_elements	 asia
Sim%C3%B3n_Bol%C3%ADvar	subject.People.Historical_figures	 south
SimCity	subject.Everyday_life.Computer_and_Video_games	 ant
Simca_Vedette	subject.Design_and_Technology.Road_transport	 europe
Sinclair_Research_Ltd	subject.Business_Studies.Companies	 europe
Singapore	subject.Geography.Geography_of_Asia.Asian_Countries	 asia
Singapore	subject.Countries	 asia
Sino-German_cooperation_%281911-1941%29	subject.History.Recent_History	 asia
Sino-Roman_relations	subject.History.Ancient_History_Classical_History_and_Mythology	 asia
Sirius	subject.Science.Physics.Space_Astronomy	 ant
Sistine_Chapel_ceiling	subject.Art.Art	 europe
Sitting_Bull	subject.People.Historical_figures	 north
Six-party_talks_concerning_North_Korea%27s_nuclear_program	subject.History.Recent_History	 asia
Sk%C3%A5neland	subject.History.General_history	 europe
Ska	subject.Music.Musical_genres_styles_eras_and_events	 africa
Skiing	subject.Everyday_life.Sports	 ant
Skylark	subject.Science.Biology.Birds	 asia
Slavery	subject.Citizenship.Animal_and_Human_Rights	 africa
Slavic_mythology	subject.Religion.Myths	 europe
Sleep	subject.Everyday_life.Everyday_life	 ant
Slovakia	subject.Countries	 europe
Slovakia	subject.Geography.European_Geography.European_Countries	 europe
Slovenia	subject.Countries	 europe
Slovenia	subject.Geography.European_Geography.European_Countries	 europe
Smallpox	subject.Science.Biology.Health_and_medicine	 africa
Smog	subject.Citizenship.Environment	 europe
Snaefell_Mountain_Railway	subject.Design_and_Technology.Railway_transport	 europe
Snake_charming	subject.Everyday_life.Recreation	 asia
Snow	subject.Geography.Climate_and_the_Weather	 ant
Snow_Goose	subject.Science.Biology.Birds	 north
Snowball_Earth	subject.Geography.Climate_and_the_Weather	 ant
Snowdonia	subject.Geography.Geography_of_Great_Britain	 europe
Snowdonia_National_Park	subject.Geography.Geography_of_Great_Britain	 europe
Snowy_Owl	subject.Science.Biology.Birds	 asia
Social_anxiety	subject.Science.Biology.Health_and_medicine	 ant
Social_capital	subject.Citizenship.Politics_and_government	 asia
Social_contract_%28Malaysia%29	subject.Citizenship.Politics_and_government	 asia
Socialism	subject.Citizenship.Politics_and_government	 world
Society	subject.Citizenship.Community_organisations	 africa
Society	subject.Citizenship.Politics_and_government	 africa
Society_of_Merchant_Venturers	subject.History.British_History	 europe
Society_of_Merchant_Venturers	subject.History.British_History.British_History_15001750	 europe
Sociocultural_evolution	subject.Citizenship.Culture_and_Diversity	 asia
Sociology	subject.Citizenship.Politics_and_government	 ant
Socrates	subject.People.Philosophers	 europe
Soddo_language	subject.Language_and_literature.Languages	 africa
Sodium	subject.Science.Chemistry.Chemical_elements	 asia
Sodium_hydroxide	subject.Science.Chemistry.Chemical_compounds	 asia
Sodium_sulfate	subject.Science.Chemistry.Chemical_compounds	 asia
Soil	subject.Geography.Geology_and_geophysics	 ant
Soil_moisture	subject.Geography.Geology_and_geophysics	 ant
Soil_pH	subject.Geography.Geology_and_geophysics	 australia
Soil_profile	subject.Everyday_life.Food_and_agriculture	 ant
Soil_profile	subject.Geography.Geology_and_geophysics	 ant
Soil_salination	subject.Geography.Geology_and_geophysics	 australia
Soil_science	subject.Geography.Geology_and_geophysics	 asia
Soil_structure	subject.Geography.Geology_and_geophysics	 africa
Soils_retrogression_and_degradation	subject.Geography.Geology_and_geophysics	 ant
Solar_System	subject.Science.Physics.Space_Astronomy	 none
Solar_eclipse	subject.Science.Physics.Space_Astronomy	 south
Solomon_Islands	subject.Countries	 o
Solomon_Islands	subject.Geography.Geography_of_Oceania_Australasia	 o
Somalia	subject.Geography.African_Geography.African_Countries	 africa
Somalia	subject.Countries	 africa
Song_Thrush	subject.Science.Biology.Birds	 europe
Sonic_the_Hedgehog_%28character%29	subject.Everyday_life.Computer_and_Video_games	 south
Sony	subject.Business_Studies.Companies	 asia
Sorghum	subject.Science.Biology.Plants	 africa
Sorrel	subject.Science.Biology.Plants	 europe
Soukous	subject.Music.Musical_genres_styles_eras_and_events	 africa
Sound	subject.Science.Physics.General_Physics	 asia
Soup	subject.Everyday_life.Drink	 asia
South_Africa	subject.Geography.African_Geography.African_Countries	 africa
South_Africa	subject.Countries	 africa
South_America	subject.Geography.Central_and_South_American_Geography	 south
South_China_Sea	subject.Geography.General_Geography	 asia
South_Georgia_and_the_South_Sandwich_Islands	subject.Geography.Antarctica	 south
South_Korea	subject.Geography.Geography_of_Asia.Asian_Countries	 asia
South_Korea	subject.Countries	 asia
South_Ossetia	subject.Countries	 asia
South_Ossetia	subject.Geography.European_Geography.European_Countries	 asia
Southampton	subject.Geography.Geography_of_Great_Britain	 europe
Southern_Africa	subject.Geography.African_Geography	 africa
Southern_Ocean	subject.Geography.Antarctica	 ant
Southern_Ocean	subject.Geography.General_Geography	 ant
Southern_Pacific_4449	subject.Design_and_Technology.Railway_transport	 north
Southern_Rockhopper_Penguin	subject.Science.Biology.Birds	 ant
Southern_United_States	subject.Geography.North_American_Geography	 north
Soviet_Union	subject.History.Recent_History	 asia
Soybean	subject.Everyday_life.Food_and_agriculture	 asia
Space_Invaders	subject.Everyday_life.Computer_and_Video_games	 asia
Space_Race	subject.History.General_history	 north
Space_Shuttle_Challenger	subject.Science.Physics.Space_transport	 north
Space_Shuttle_Challenger_disaster	subject.Design_and_Technology.Engineering	 north
Space_Shuttle_Challenger_disaster	subject.Science.Physics.Space_transport	 north
Space_Shuttle_Columbia	subject.Science.Physics.Space_transport	 north
Space_Shuttle_Columbia_disaster	subject.Design_and_Technology.Engineering	 ant
Space_Shuttle_Columbia_disaster	subject.Science.Physics.Space_transport	 ant
Space_Shuttle_Endeavour	subject.Science.Physics.Space_transport	 north
Space_Shuttle_program	subject.Science.Physics.Space_transport	 north
Space_exploration	subject.Design_and_Technology.Engineering	 ant
Space_exploration	subject.Science.Physics.Space_transport	 ant
Space_station	subject.Science.Physics.Space_transport	 none
Space_suit	subject.Science.Physics.Space_transport	 ant
Spacecraft_propulsion	subject.Science.Physics.General_Physics	 north
Spacecraft_propulsion	subject.Science.Physics.Space_transport	 north
Spain	subject.Countries	 europe
Spain	subject.Geography.European_Geography.European_Countries	 europe
Spanish_Armada	subject.History.British_History.British_History_15001750	 europe
Spanish_Inquisition	subject.History.General_history	 europe
Spanish_Inquisition	subject.Religion.Religious_disputes	 europe
Spanish_conquest_of_the_Inca_Empire	subject.History.General_history	 south
Spanish_language	subject.Language_and_literature.Languages	 south
Sparrow	subject.Science.Biology.Birds	 asia
Sparrowhawk	subject.Science.Biology.Birds	 ant
Speaker_of_the_British_House_of_Commons	subject.Citizenship.Politics_and_government	 europe
Speaker_of_the_United_States_House_of_Representatives	subject.Citizenship.Politics_and_government	 north
Special_relativity	subject.Science.Physics.General_Physics	 europe
Speech_synthesis	subject.IT.Software	 technology
Speed_of_light	subject.Science.Physics.General_Physics	 ant
Sperm_Whale	subject.Science.Biology.Mammals	 ant
Sphere	subject.Mathematics	 ant
Spherical_aberration	subject.Science.Physics.General_Physics	 ant
Spider	subject.Science.Biology.Insects_Reptiles_and_Fish	 australia
Spinosaurus	subject.Science.Biology.Dinosaurs	 africa
Spirit_of_the_American_Doughboy	subject.History.Recent_History	 north
Spix%27s_Macaw	subject.Science.Biology.Birds	 south
Split_infinitive	subject.Language_and_literature.Linguistics	 ant
Sport	subject.Everyday_life.Sports	 australia
Spotted_Flycatcher	subject.Science.Biology.Birds	 africa
Spring_%28season%29	subject.Geography.Climate_and_the_Weather	 ant
Spring_%28season%29	subject.Everyday_life.Everyday_life	 ant
Spring_Heeled_Jack	subject.Religion.Myths	 europe
Sputnik_1	subject.Science.Physics.Space_transport	 asia
Sputnik_2	subject.Science.Physics.Space_transport	 asia
Sputnik_program	subject.Science.Physics.Space_transport	 russia
Spyware	subject.IT.Websites_and_the_Internet	 ant
Squash_%28sport%29	subject.Everyday_life.Sports	 asia
Sri_Lanka	subject.Geography.Geography_of_Asia.Asian_Countries	 asia
Sri_Lanka	subject.Countries	 asia
Sri_Lankan_Civil_War	subject.Citizenship.Conflict_and_Peace	 asia
St_Buryan	subject.Geography.Geography_of_Great_Britain	 europe
St_Michael%27s_Mount	subject.Geography.Geography_of_Great_Britain	 europe
St_Paul%27s_Cathedral	subject.Design_and_Technology.Architecture	 europe
Stag_beetle	subject.Science.Biology.Insects_Reptiles_and_Fish	 europe
Stage_%28theatre%29	subject.Language_and_literature.Theatre	 north
Stained_glass	subject.Art.Art	 europe
Stanis%C5%82aw_Koniecpolski	subject.People.Historical_figures	 europe
Stanis%C5%82aw_Lem	subject.People.Writers_and_critics	 europe
Stanley%2C_Falkland_Islands	subject.Geography.Central_and_South_American_Geography	 south
Stanley_Baldwin	subject.People.Political_People	 europe
Star	subject.Science.Physics.Space_Astronomy	 ant
StarCraft	subject.Everyday_life.Computer_and_Video_games	 asia
Star_Fox__Assault	subject.Everyday_life.Computer_and_Video_games	 asia
Star_Trek	subject.Everyday_life.Films	 north
Star_Trek__Deep_Space_Nine	subject.Everyday_life.Television	 north
Star_Trek__The_Original_Series	subject.Everyday_life.Television	 north
Star_Wars	subject.Everyday_life.Films	 north
Star_Wars_Episode_IV__A_New_Hope	subject.Everyday_life.Films	 ant
Star_anise	subject.Everyday_life.Food_and_agriculture	 asia
Star_anise	subject.Science.Biology.Plants	 asia
Stargate_SG-1	subject.Everyday_life.Television	 north
Starling	subject.Science.Biology.Birds	 asia
Starship_Troopers	subject.Language_and_literature.Novels	 north
Statistics	subject.Mathematics	 ant
Statue_of_Zeus_at_Olympia	subject.History.Ancient_History_Classical_History_and_Mythology	 ant
Steam_engine	subject.Design_and_Technology.Engineering	 asia
Steel	subject.Science.Chemistry.Materials_science	 asia
Stefan_Edberg	subject.People.Sports_and_games_people	 europe
Stegosaurus	subject.Science.Biology.Dinosaurs	 north
Stem_cell	subject.Science.Biology.General_Biology	 asia
Stem_cell	subject.Science.Biology.Health_and_medicine	 asia
Stephen_Harper	subject.People.Political_People	 canada
Stephen_Hawking	subject.People.Astronomers_and_physicists	 europe
Stephen_Jay_Gould	subject.Science.Biology.Evolution_and_reproduction	 north
Stephen_Jay_Gould	subject.People.Writers_and_critics	 north
Stephen_Trigg	subject.People.Geographers_and_explorers	 north
Stephen_of_England	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
Steve_Davis	subject.People.Sports_and_games_people	 europe
Stickleback	subject.Science.Biology.Insects_Reptiles_and_Fish	 ant
Still_Game	subject.Everyday_life.Television	 europe
Stingray	subject.Science.Biology.Insects_Reptiles_and_Fish	 asia
Stock	subject.Business_Studies.Business	 ant
Stock	subject.Business_Studies.Economics	 ant
Stock_car_%28rail%29	subject.Design_and_Technology.Railway_transport	 north
Stockholm	subject.Geography.European_Geography	 europe
Stoicism	subject.Religion.Philosophy	 an
Stone_Age	subject.History.Ancient_History_Classical_History_and_Mythology	 africa
Stonehenge	subject.Geography.Geography_of_Great_Britain	 europe
Storm_of_October_1804	subject.Geography.Natural_Disasters	 north
Stornoway	subject.Geography.Geography_of_Great_Britain	 europe
Stourbridge_Lion	subject.Design_and_Technology.Railway_transport	 north
Strait_of_Malacca	subject.Geography.General_Geography	 asia
Stratford-upon-Avon	subject.Geography.Geography_of_Great_Britain	 europe
String_theory	subject.Science.Physics.General_Physics	 ant
Stroke	subject.Science.Biology.Health_and_medicine	 asia
Strontium	subject.Science.Chemistry.Chemical_elements	 ant
Struthiomimus	subject.Science.Biology.Dinosaurs	 ant
Stuttering	subject.Language_and_literature.Linguistics	 asia
Stuttgart	subject.Geography.Geography_of_Great_Britain	 europe
Styracosaurus	subject.Science.Biology.Dinosaurs	 asia
Sub-Saharan_Africa	subject.Geography.African_Geography	 africa
Suburbs_of_Johannesburg	subject.Geography.African_Geography	 africa
Sucre	subject.Geography.Central_and_South_American_Geography	 south
Sudan	subject.Geography.African_Geography.African_Countries	 africa
Sudan	subject.Countries	 africa
Sudanic_languages	subject.Language_and_literature.Languages	 africa
Sudoku	subject.Everyday_life.Recreation	 asia
Suez_Canal	subject.Geography.African_Geography	 africa
Suez_Canal	subject.Design_and_Technology.Air_and_Sea_transport	 africa
Suffrage	subject.Citizenship.Animal_and_Human_Rights	 ant
Suffrage	subject.Citizenship.Politics_and_government	 ant
Sugar	subject.Everyday_life.Food_and_agriculture	 asia
Sugar_beet	subject.Everyday_life.Food_and_agriculture	 ant
Sugar_beet	subject.Science.Biology.Plants	 ant
Sugarcane	subject.Everyday_life.Food_and_agriculture	 asia
Sugarcane	subject.Science.Biology.Plants	 asia
Suikinkutsu	subject.Music.Musical_Instruments	 asia
Suleiman_the_Magnificent	subject.People.Historical_figures	 asia
Sulfur	subject.Science.Chemistry.Chemical_elements	 asia
Sulfuric_acid	subject.Science.Chemistry.Chemical_compounds	 asia
Sultan	subject.Citizenship.Politics_and_government	 asia
Sumac	subject.Science.Biology.Plants	 north
